variant,to,d_pos,d_neg,OAAS1,OAAS2,OAAS3,se_mean,se_std,se_p95,flatness_mean,flatness_std,flatness_p95,te_rms,mse_env,harm_ratio
NEG_004,NEG,34.59207794152134,34.54081603724381,30.981964099110407,-3.984182966952738,-10.623977666425134,8.909736507268635,0.339856324054613,9.478812456130981,0.6147890831391836,0.07921800632603453,0.7501033991575241,5.350249759467549,1.1499223854759446,0.8729642793727626
NEG_007,NEG,34.598866310507404,34.55029843986378,31.08050327870417,-3.5099690461105775,-10.52326059693518,9.073476214363106,0.4023368635634342,9.601079225540161,0.6064489395846009,0.09780203525214856,0.7465361803770065,5.511206802721594,0.8187492049142486,0.7187101643067061
NEG_036,NEG,36.29796392803571,36.24859734161802,32.93338672050383,-4.117434327021827,-10.083389270701982,9.100063930149396,0.29006834287101335,9.575767040252686,0.6577118439815073,0.07000818642062814,0.7750038504600525,5.413233125976365,1.1765714253210298,0.860255468130807
NEG_035,NEG,39.87070619483494,39.82586672526835,36.96597076922662,-4.1984195867727685,-8.850430168996894,9.487394609868293,0.1707332609081454,9.740797996520996,0.7491549855337166,0.046424738173426607,0.8199390321969986,5.5274164065619615,1.2402846406535655,0.787524022481911
NEG_008,NEG,40.24817348714317,40.20415084458597,37.393059011591895,-4.122265960339361,-8.724961032522243,9.53031282953804,0.16206884763865767,9.758546829223633,0.7582825960593422,0.045378085874139946,0.8238160312175751,5.531117131150852,1.2454760031404823,0.7568925253144401
NEG_005,NEG,41.676141164636554,41.635749432191254,39.04341901092829,-3.737964511284504,-8.059557859712275,9.68093381756953,0.07104638908993621,9.78039264678955,0.8026026412341419,0.02226687159903257,0.8354702740907669,5.470664975893596,1.433007573381312,0.6534541357607536
NEG_010,NEG,41.80268788906233,41.765988612529064,39.301288949368455,-3.0178725899302616,-7.733540545048772,9.762991126474434,0.03490076544910605,9.794923782348633,0.8113733021190825,0.013899537460199776,0.8307351320981979,5.4465982856481245,1.4298195084436605,0.48159404459655264
NEG_022,NEG,41.81205090390043,41.772260465565644,39.21241957465827,-3.653863723587887,-7.950970679686674,9.693317281958304,0.06310524750299146,9.781729221343994,0.8066191116855783,0.02042715351811541,0.83742456138134,5.490702226412266,1.4521566454770218,0.6282102129546979
NEG_016,NEG,41.92353811972277,41.8870095803114,39.45193535633977,-3.039062543691406,-7.5803984889338984,9.767667546629948,0.028775173926101755,9.796436786651611,0.8145107921230128,0.012570684828887138,0.8328277468681335,5.524901968637347,1.4176915351616015,0.4754675819704698
NEG_024,NEG,41.97109838101955,41.931908494786555,39.39806641445988,-3.5619858841288203,-7.878680014012566,9.718143906239042,0.055920599468162496,9.790757417678833,0.8111752136784265,0.018714835784705463,0.8378396481275558,5.481358269611158,1.4217055743009632,0.6004536794478577
NEG_023,NEG,42.03037805212771,41.992754895222795,39.522438272478645,-3.2717169981567342,-7.682241902664465,9.749140812331063,0.04416000400961243,9.796190738677979,0.8144071511619675,0.016288358026116403,0.8362128287553787,5.522342789797679,1.41449243686508,0.5243652433671517
NEG_015,NEG,42.085116847036005,42.04678398757118,39.55730722058753,-3.429385730317301,-7.720019987992848,9.738719996972055,0.04639641641824697,9.794960737228394,0.815060439353052,0.016540349344738036,0.8378529250621796,5.523690898922766,1.3936144546664615,0.5593674681047901
NEG_017,NEG,42.09181280235961,42.05397483891269,39.58854247276046,-3.343478794515003,-7.631244356793042,9.74666024237564,0.04322930581723851,9.796308279037476,0.8156918396082714,0.016004336363780864,0.8373627960681915,5.559482114697707,1.4054013016706355,0.5361016796845014
POS_000,POS,16.504505195475232,16.45091731057464,-1.8408615005684683,0.34694436440243664,-16.40175819855698,6.287585944223353,0.7107051880861076,7.125769257545471,0.014289439348471926,0.018623330793724628,0.039993174374103546,3.6344124630910954,0.4684949550699317,0.8891115300433026
POS_015,POS,16.530690364224345,16.478293214455938,-2.2038102800232346,0.42586978453003765,-16.418766703841598,6.26770816017121,0.6827442109603811,7.066574692726135,0.009645556540419127,0.01629080744636884,0.028500646352767944,3.611399262029739,0.507522339447057,0.8849208273803223
POS_013,POS,16.632178625515863,16.57967092437581,-2.908725202138558,0.35966832411474764,-16.481377979497136,6.075465617974881,0.6110419039052394,6.7832335233688354,0.0020994603730440306,0.013452574715896054,0.005736444727517664,3.558065521531836,0.48133796430927583,0.8834976981878492
POS_032,POS,16.637761021787025,16.584115916836925,-1.2687523060067563,0.3802339273541062,-16.5323277558108,6.333874643421072,0.7155452803352703,7.193391919136047,0.022118563041528518,0.024349156998753018,0.06388033740222454,3.5528538023572716,0.6029837903682452,0.8762505220213387
POS_010,POS,16.651077888847603,16.596353056951795,-0.9712907708008823,0.3011808165827065,-16.536867364533773,6.349199194565728,0.7232909310913325,7.217404246330261,0.025947233857270283,0.027189093287697367,0.07511824183166027,3.568694554401556,0.5456983192273831,0.8773492961151511
POS_005,POS,16.672289720654856,16.62097782594386,-2.448749583998007,0.5056682144280285,-16.549286989125637,6.197083769703182,0.6480379169649101,6.969134092330933,0.007350430536012168,0.015573853580855362,0.02403151011094451,3.504794955374307,0.6300688419913696,0.8743944725913925
POS_031,POS,16.696333961806815,16.643008730673856,-1.4279513533354276,0.39968669326914247,-16.59345282503235,6.297909449522409,0.6970961735080358,7.138140797615051,0.020481331686997922,0.023647035577675,0.05998289305716753,3.505574582535118,0.6140807645747168,0.8730512177415849
POS_039,POS,16.70896608557177,16.656917267591464,-2.352156942638606,0.44854394718943197,-16.591165554988926,6.189645124825133,0.6474186457111463,6.9565500020980835,0.008921495690448856,0.01642080508307211,0.028091752901673317,3.484452024315492,0.5314090150790025,0.8742486346393259
POS_004,POS,16.715260107747174,16.657519230106796,0.2194601171208437,0.08328437843798923,-16.510467926666514,6.437401689649942,0.7741513056939752,7.386136531829834,0.04180584739184506,0.03825715532760123,0.10857156850397587,3.6264285457227214,0.48413933516432106,0.8816982404612538
POS_029,POS,16.72881355926633,16.676978094295126,-2.7738414456432707,0.4332089894028008,-16.587580443691078,6.102104828953531,0.6132440680684702,6.822750210762024,0.004030904536535773,0.014198531849545002,0.01341956458054483,3.478793351155333,0.530373628221009,0.8749154405632715
POS_003,POS,16.72899936460691,16.67689556182988,-2.963707555891412,0.3925486644600444,-16.573978791056817,6.04110323706853,0.5915855073044237,6.7291020154953,0.002090509261151341,0.01358174502054832,0.006713378359563649,3.4860429843279306,0.529310261399809,0.8761240490496076
POS_017,POS,16.73558614838272,16.68456285271634,-2.5746058331754647,0.5226382662886454,-16.605771197150084,6.198797754871858,0.6336900414300926,6.94264543056488,0.005977889058245945,0.01520278411898164,0.019283929374068975,3.465441211416592,0.5870745595532938,0.8731184198617408
POS_028,POS,16.744993329002824,16.692997405503053,-3.0316325161485227,0.39637864816305524,-16.584423453408633,6.018749506690517,0.5757051062002979,6.687322616577148,0.0015745961956650416,0.013731468407845657,0.004645248409360647,3.475770432997626,0.5544348110677776,0.8732473883747269
POS_025,POS,16.748522764649344,16.695863381056622,-1.4691045271489869,0.45726368338384,-16.645567414523462,6.3371837246345954,0.6904568619245413,7.161645174026489,0.019919391441718327,0.023252685009696128,0.05906282551586628,3.4675280332105185,0.5931542739493514,0.8696909390028095
POS_033,POS,16.749141195041226,16.691060553210693,0.3693829857473137,0.057137744628905814,-16.52690908291066,6.442788838259571,0.7780185061172147,7.398327469825745,0.04368227286397311,0.03992334292755892,0.11475833877921104,3.6244202443161004,0.4893012921243603,0.8816788133861911
POS_020,POS,16.814217292513774,16.757532497574093,0.14677923449883631,0.17512904337211707,-16.618726061647372,6.452669742837988,0.7629013045005488,7.379948377609253,0.04137714126659513,0.037446762754092144,0.10771428048610687,3.5367879352232885,0.5291187376500709,0.8746479061571707
POS_026,POS,16.846554869082574,16.789450684552328,0.3901383259176832,0.14495760359434157,-16.62345931510737,6.468044546419219,0.7729591676431327,7.41520619392395,0.044402565926124085,0.04025616375423722,0.11547933891415596,3.544548587073892,0.5740801617014298,0.8759165303947665
POS_030,POS,16.869242826232195,16.81300979910761,0.07961991537361032,0.21338168024592982,-16.681219581237844,6.419071032277977,0.7462667545833302,7.339493632316589,0.04056748961925655,0.03759507480374745,0.11063654534518719,3.4937352852126295,0.6198824768942344,0.869433042515109
POS_038,POS,16.894985289769654,16.835637347875803,1.0861441737822877,-0.042357186795302953,-16.57122638981297,6.472453198037112,0.7959402727773928,7.47469961643219,0.053446915523431254,0.04800733428021891,0.13641708344221115,3.6170026815064333,0.5716746600603008,0.8809344484172342
POS_035,POS,16.97565368244901,16.916427015573625,1.0538749270599146,-0.03317222069684518,-16.6583348423399,6.44020920644398,0.7786274926499706,7.404121518135071,0.05353366510354894,0.04759751200338567,0.14195407181978226,3.5553221490070603,0.5724140506473181,0.8741997228501146
POS_016,POS,16.976587279723574,16.91706210675546,1.2646536002297433,-0.05700119477020794,-16.623729683718533,6.503718449515971,0.7983110937312391,7.503156781196594,0.05588101265959895,0.04988188706384936,0.14258349314332008,3.589654163190307,0.538425840226688,0.8802617348003917
POS_006,POS,16.98126328932441,16.92579697509033,-0.04518251679430522,0.2782658531480705,-16.80608540571748,6.4344318053326575,0.7344452731377921,7.32739782333374,0.03885279188231569,0.036934060378523655,0.11047764681279659,3.4100302135957263,0.6018530912197894,0.8654494961196653
POS_008,POS,17.037332113817723,16.97628779609833,1.7499897847545727,-0.19254311939943652,-16.591222044891513,6.466920965704425,0.8046607187786973,7.485258936882019,0.0630120333382043,0.055343231925529646,0.15706491470336914,3.6240048448339515,0.586650231785406,0.8787971812750108
POS_007,POS,17.04038385800049,16.980341206850525,1.4284444288704816,-0.10338802676636681,-16.658448611553197,6.47068196418571,0.7891314189534742,7.4515626430511475,0.05857688371667086,0.05165845677653718,0.1519271470606327,3.5702400736730313,0.5468027383227313,0.8745222595760842
POS_027,POS,17.056246677505875,16.994957463288085,1.7800459626326441,-0.21535643471175042,-16.603766337047375,6.444464082909444,0.8038140613491402,7.466875195503235,0.06363153331524916,0.05588266049005891,0.15822170674800873,3.6158073493394793,0.6045329720177622,0.8794448137126948
POS_034,POS,17.115207030857686,17.055388685541708,1.4902949297057133,-0.08343764189753815,-16.723611637082463,6.470298409673865,0.782207679175669,7.449006795883179,0.05957614904133612,0.05228451508263083,0.15718372911214828,3.526386318461742,0.5634633149097218,0.8697910507649794
POS_014,POS,17.126897909563976,17.063904431356935,2.220751618627109,-0.37427588032307885,-16.57485893737845,6.4687370368267265,0.8157487236659167,7.502628207206726,0.06906167502336484,0.06141092477377377,0.1714278906583786,3.6747082224233827,0.5058860782775619,0.8861445136154409
POS_037,POS,17.238669714639354,17.174826880956743,2.6201652788476584,-0.4596626875521063,-16.589496173280192,6.4962736315418725,0.8220679001371511,7.545012950897217,0.07399519655833986,0.06649717562869016,0.18533802032470703,3.694303600632345,0.49308289523014626,0.8875743977804682
POS_021,POS,17.28576184055547,17.224850890896466,2.197713871932371,-0.18484364225487387,-16.74948299706823,6.526015070211069,0.8025221506788633,7.54459810256958,0.06969694105381995,0.05991616507038943,0.17275703325867653,3.5217077992599077,0.5908657684004417,0.8712217915848431
POS_022,POS,17.35570405131879,17.295135354567304,2.2715206472921117,-0.1544466604063556,-16.805170317457147,6.52291650294071,0.8006843996437147,7.547857880592346,0.07098943626240171,0.060743958849434995,0.17611784860491753,3.4776594545719615,0.657161191440304,0.8673085241213727
POS_012,POS,17.448624715124268,17.385317406604443,2.929413015735128,-0.4201306322133913,-16.727214468206125,6.483856959017493,0.8144618580410288,7.532416582107544,0.07952183178695466,0.0694589825505808,0.1969253532588482,3.581523054538441,0.6265737139743006,0.8749331192351526
POS_011,POS,17.675522844162302,17.61029180189578,3.628254357810935,-0.6260781718061385,-16.750419599764022,6.527292514372838,0.828994432994273,7.5938626527786255,0.08780559760838866,0.07875940518840749,0.22209667414426804,3.6328015420619453,0.526625314839119,0.8820782452932735
POS_009,POS,17.775549617561047,17.71084012201169,3.740442023598246,-0.5826377637947608,-16.822383947377666,6.518228565633742,0.8181022320284225,7.568276047706604,0.09038665376391579,0.07968382582324497,0.2260134443640709,3.5645002927465366,0.5947137106068286,0.8711165461866075
POS_036,POS,17.800897593257176,17.73514576210803,3.917316289310486,-0.689821288143626,-16.78617064946217,6.545719128145766,0.8335858941146598,7.624310374259949,0.09145223405981041,0.08243185345661555,0.232444416731596,3.6302483247837642,0.5076328584054671,0.8837745521856584
POS_023,POS,17.818933818524865,17.755601529970058,3.6170500914681045,-0.44760387757212716,-16.912779993723095,6.5439016479976315,0.8155376353090731,7.603740334510803,0.08936915900549387,0.07716628478484337,0.22144265845417976,3.4723206174934953,0.679541577309354,0.8665546788967007
POS_002,POS,17.92225937574367,17.856209153956076,4.10407226379207,-0.7299742863135439,-16.84970721895486,6.497961426963596,0.826179115177066,7.564470052719116,0.0946623043132182,0.08581312510849555,0.23898541182279587,3.5881358854763596,0.5665057515866049,0.8757415507237463
POS_001,POS,17.944517583141838,17.879091843812652,4.106218890859554,-0.6699509746513228,-16.87596833559285,6.548423375707905,0.8272928077826728,7.616776704788208,0.09489557039692108,0.08449141575605841,0.23808227851986885,3.558571333243325,0.530914886125229,0.8735416245262184
POS_018,POS,18.022457867916096,17.95561932425183,4.497512426905805,-0.8267079046959718,-16.81226419929563,6.528414046323642,0.8349389841916959,7.613506555557251,0.09942721328818786,0.09057580451623504,0.2513744384050369,3.642577033253816,0.5479505101213871,0.8788145255512874
POS_024,POS,18.34571896810015,18.279565796926384,4.927781657618526,-0.7910930520654237,-16.99974899986607,6.5603647223156285,0.8342874300732417,7.658978700637817,0.10597385348358634,0.09560681028517444,0.2664588466286659,3.513785490041408,0.6445128010942524,0.8685534000383797
POS_019,POS,18.40731231459214,18.340339409785607,5.069625008192879,-0.88274848546471,-17.00499892636937,6.546628997349629,0.8342138372351386,7.639401793479919,0.107373893197835,0.09899919390352097,0.271717332303524,3.539193257141636,0.5840472032888725,0.8697903768311532
ORIGINAL,none,17.46381633295366,17.400371784540056,-1.7596419869564337,-0.5640036838318785,-17.34183299647724,5.601454031327591,0.570376726117978,6.384274125099182,0.01581839400029404,0.06540827178860092,0.019889310002326965,3.2645958762554654,0.5448168935628095,0.9048447014802319
