variant,to,d_pos,d_neg,OAAS1,OAAS2,OAAS3,se_mean,se_std,se_p95,flatness_mean,flatness_std,flatness_p95,te_rms,mse_env,harm_ratio
NEG_015,NEG,41.291210045555616,41.250966996754705,38.60206223615894,-3.557641214530392,-8.371302691180386,9.692015242076538,0.057904996770686494,9.761300563812256,0.7975739969124033,0.017887392211449884,0.8231048583984375,5.229149776287876,1.4120095039279015,0.649920626257233
NEG_016,NEG,41.356618936737256,41.3178228888323,38.77392255283704,-3.366356183859933,-7.946291754852535,9.730089715990866,0.04447616143573172,9.780691385269165,0.8002529151491368,0.016034406058516176,0.8241117298603058,5.453689273685278,1.4147152193593282,0.5857819183989401
POS_000,POS,15.964470232157991,15.921110674144998,-1.09665039306599,1.252988015790263,-15.824507959952303,7.145126022056799,0.33050312281542543,7.563552618026733,0.03357726721444581,0.014026479058769234,0.056911367923021317,3.8398126697988912,1.070310388321574,0.8165268171969571
POS_015,POS,15.976507418525689,15.934503229423889,-1.726006439303214,1.3293059021772653,-15.840282441829963,7.083526531191343,0.3162714277637611,7.4832011461257935,0.023422753848041943,0.010936287824732075,0.04208782594650984,3.8461759896648733,1.1083830645861417,0.8170362470163871
POS_005,POS,16.04896219914519,16.006883230495433,-2.0108697981382178,1.3085516015387093,-15.90997274951517,6.978746686675055,0.3016257194701353,7.3517619371414185,0.019327495140373643,0.010966695289126967,0.03852967917919159,3.8108400130292273,1.2321112962570595,0.82123336709162
POS_032,POS,16.060113813542603,16.013992363768352,0.13968291560555443,1.07978940012197,-15.841079849919966,7.205658384756053,0.3373358021770457,7.63948655128479,0.05343297432117837,0.02288650209742231,0.09160118363797665,3.8113116778312315,1.2074724025118269,0.8197488912534072
POS_017,POS,16.094951677981825,16.05305280161219,-2.220269517110598,1.3116703386080732,-15.949513038370542,6.957515209711958,0.2947371919509097,7.3193570375442505,0.016376945651230282,0.009595041265431741,0.032636795192956924,3.787826930065366,1.1643032006658276,0.8218547847306421
POS_013,POS,16.122768715045943,16.0813164512135,-3.0195715732911523,1.2853251430156754,-15.92971049015056,6.787920477252137,0.2785532205981983,7.121930956840515,0.005186735696037715,0.0036694584998425064,0.010591709986329079,3.8012082132406952,1.0581270894580166,0.8211267749222141
POS_031,POS,16.12764847637097,16.081533393120026,-0.024001057200521248,1.0782913155689138,-15.926414894111925,7.162270014285194,0.32893315354679764,7.580247640609741,0.05127358803046497,0.02240829793143592,0.08934430778026581,3.7578310250811517,1.2101249020503617,0.8207783417393923
POS_025,POS,16.140603027487263,16.09483532702645,-0.14034175085375122,1.1042658101184528,-15.949341841250055,7.182155123775725,0.326152275470941,7.595968961715698,0.04925164827170053,0.02167047342524156,0.08619187399744987,3.748974288358765,1.1561035337434113,0.8210115129337039
POS_010,POS,16.144317527652845,16.09686301308711,0.605520884605435,0.9837622149478661,-15.872179769547904,7.23200560078009,0.34161050150499217,7.666991710662842,0.06120550022461348,0.0255060608881105,0.1039951704442501,3.7836982975794835,1.126051241170364,0.8203538527476271
POS_039,POS,16.18790161910945,16.14466015895801,-1.7610152606989369,1.2369734682663829,-16.057635199735785,6.986056584545696,0.30234240756481845,7.362387537956238,0.02392846975142237,0.0126503270613302,0.045444874092936516,3.710745014175303,1.0840053890504358,0.8221033859071974
POS_028,POS,16.20044334186885,16.15839066582221,-3.1839104180539595,1.2250399180036462,-15.996452470672912,6.677423415046716,0.26649011255986005,6.991905093193054,0.0036206746850918387,0.0034537965186420467,0.008558680303394794,3.7558850782827267,1.1157367895980983,0.8244011994557285
POS_003,POS,16.202962671837934,16.161015610210125,-3.0397800151690544,1.247463329041964,-16.01092886936869,6.733206818335174,0.2732111504430215,7.059983015060425,0.00536009697501657,0.004423896247547222,0.012006155215203762,3.7488222160085716,1.0915338545635451,0.8235448650199697
POS_029,POS,16.21695453936914,16.174832250711653,-2.615606387945015,1.270275811521972,-16.055132309361017,6.841817624917287,0.2849091445417754,7.187973618507385,0.011179160179270568,0.007476794538321757,0.02332516387104988,3.721353458616033,1.0847381022734954,0.8228583327729315
POS_004,POS,16.361691944530786,16.31119968794908,2.357789748920167,0.7446749357712809,-15.760608228055109,7.371148705779129,0.3705037654553529,7.852949261665344,0.09045338162598113,0.03310945496402929,0.14353876560926437,3.7949215200914383,1.0536993798931895,0.819023734133743
POS_020,POS,16.369389078208382,16.3191375227076,2.3089827478794755,0.766265786501906,-15.780076406318566,7.372067659213964,0.36444596537058027,7.843946814537048,0.09021558136287898,0.03237800304152335,0.14154243096709251,3.7726915494653843,1.0877116313660655,0.8204733194852126
POS_026,POS,16.408917246365064,16.358139173011352,2.738543079111765,0.7167468891087485,-15.709858132591645,7.3977377308334615,0.3716354021710361,7.876590371131897,0.09662881254343832,0.03550639004115981,0.1533246822655201,3.815555249376577,1.162245321468897,0.8187182409035029
POS_033,POS,16.41354014315151,16.362554185520416,2.610348163097954,0.7007302008805152,-15.749928816387735,7.380382846268818,0.3729513662307797,7.865002155303955,0.09446640942344879,0.03476547813573161,0.15078146383166313,3.799314613605575,1.0610549502792799,0.8188931218509513
