file,d_pos_euclid,d_neg_euclid
brown_noise_01_180s.wav,15.288062698223758,16.257895058235075
pink_noise_02_180s.wav,34.033930040160506,34.66616245901461
white_noise_03_180s.wav,41.36458113736129,41.91120588565272
