file,domain,OAAS1,OAAS2,OAAS3,d_pos_euclid,d_neg_euclid,delta_euclid
W1_01.wav,music,-0.5954207642815079,-1.4797441140409884,0.4604206426898302,3.542626957731084,2.397114706503884,-1.1455122512272
W1_02.wav,music,-1.116817403868397,-1.4342238267193366,-0.3139037111596099,3.588282753453721,2.2183574625194638,-1.369925290934258
W1_03.wav,music,-0.1694911472400826,-1.900905082404048,-0.2122287161532131,3.9408035206146823,2.209195347961757,-1.731608172652925
W1_04.wav,music,-0.442746035370773,-1.0783481122644452,-0.7821415887360239,3.2303814074046984,1.3982810960882668,-1.832100311316432
W1_05.wav,music,8.985567892323187,-0.8812156163891499,4.095816874619465,10.489552596477726,10.181443390624354,-0.3081092058533716
W1_06.wav,music,-1.4646175181297023,-2.071304201015194,0.5881270418921913,4.30081640037542,3.264137325480945,-1.036679074894475
W1_07.wav,music,-0.4527137649904876,-1.9973330426520173,0.6022435346229734,4.061948107845546,2.797008641313377,-1.2649394665321694
W1_08.wav,music,-0.2143447074545362,0.2020483861975167,0.1093471158262034,1.8260622836105915,1.3841388593663977,-0.4419234242441936
W2_01.wav,music,-0.8037534316209027,-0.1290502014635611,0.1416404997142027,2.224220379735707,1.7227617331761564,-0.5014586465595507
W2_02.wav,music,-1.320526282743118,-0.5611960931601331,0.6394307513890143,2.85070790967114,2.5023621090321404,-0.3483458006389996
W2_03.wav,music,-1.289235236184213,-0.4053410624885935,-0.0390592705250352,2.6439689710998526,2.004558494423339,-0.6394104766765136
W2_04.wav,music,-0.0225159753839707,-0.6016116350690116,-0.762103047825078,2.773296456663986,0.8226819629355578,-1.950614493728428
W2_05.wav,music,0.0135347625511813,0.0928550803814571,-0.0895012506068431,1.962004915391749,1.1125536919882686,-0.8494512234034803
W2_06.wav,music,-0.3127923944003612,-1.5852189185404453,0.52690774265012,3.6395348631431457,2.4213348806400967,-1.218199982503049
W2_07.wav,music,-0.7085055580404035,-0.6062736230167382,0.5913361004655153,2.7183490244816406,2.1263569423544237,-0.5919920821272173
W3_01.wav,music,-0.8033387393291499,-0.6403811691533136,-0.1593848456902387,2.7334451708137446,1.6444601040779132,-1.0889850667358314
W3_02.wav,music,-1.3025365816949095,-0.589676287494638,0.6434697846277757,2.870798366023101,2.500540541150577,-0.3702578248725237
W3_03.wav,music,-0.4634530331702701,-1.273324040754759,1.1321401786169232,3.4678340179200107,2.750982108569485,-0.7168519093505257
W3_04.wav,music,-0.9843388415244684,-0.8774035583197483,-0.4584261739162106,3.0428250167207653,1.734744788413452,-1.3080802283073132
W3_05.wav,music,-0.1635679048250887,0.2168373706419207,-1.5717503166116769,2.458061684679816,0.6561427455493342,-1.8019189391304813
W3_06.wav,music,-0.6196028895434451,-1.8924368275484795,0.4751291112525701,3.9551434023834102,2.6943777960123594,-1.2607656063710513
W3_07.wav,music,-0.968108949569936,-2.026231713886353,-0.5018863344362862,4.1567958254507245,2.515182680022906,-1.6416131454278189
W4_01.wav,music,-0.8037534316209027,-0.1290502014635611,0.1416404997142027,2.224220379735707,1.7227617331761564,-0.5014586465595507
W4_02.wav,music,-1.320526282743118,-0.5611960931601331,0.6394307513890143,2.85070790967114,2.5023621090321404,-0.3483458006389996
